Date: 8th feb
r,g,b,h,s,v,l,a,lab,y,cr,cb
56,6,45,157,228,56,27,157,116,25,150,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
55,6,44,157,227,55,26,156,116,25,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
55,6,44,157,227,55,26,156,116,25,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
55,6,45,156,227,55,26,157,115,25,149,139,600
55,6,44,157,227,55,26,156,116,25,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
57,7,44,158,224,57,27,157,117,26,150,138,600
57,7,45,157,224,57,27,158,116,26,150,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
55,6,45,156,227,55,26,157,115,25,149,139,600
55,6,45,156,227,55,26,157,115,25,149,139,600
55,6,44,157,227,55,26,156,116,25,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
54,6,45,156,227,54,26,155,115,25,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
54,6,44,156,227,54,25,157,116,25,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
55,6,45,156,227,55,26,157,115,25,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
55,6,45,156,227,55,26,157,115,25,149,139,600
57,7,45,157,224,57,27,158,116,26,150,139,600
55,7,44,157,223,55,26,156,116,26,149,138,600
56,6,45,157,228,56,27,157,116,25,150,139,600
56,6,45,157,228,56,27,157,116,25,150,139,600
55,6,45,156,227,55,26,157,115,25,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
54,6,45,156,227,54,26,155,115,25,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
55,6,45,156,227,55,26,157,115,25,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
56,7,45,157,223,56,27,157,116,26,149,139,600
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,42,155,239,49,20,156,115,21,148,140,700
49,3,40,156,239,49,20,155,116,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
50,3,40,156,240,50,20,156,116,21,149,139,700
50,3,40,156,240,50,20,156,116,21,149,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,42,155,239,49,20,156,115,21,148,140,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,40,155,239,48,19,156,115,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,42,155,239,49,20,156,115,21,148,140,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,42,155,239,49,20,156,115,21,148,140,700
48,2,41,155,244,48,19,156,115,20,148,140,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
47,3,41,154,239,47,19,154,114,20,147,140,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,40,155,239,48,19,156,115,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
49,3,41,155,239,49,20,156,115,21,148,139,700
48,3,41,155,239,48,19,156,114,21,147,139,700
42,1,37,154,249,42,15,154,114,17,146,139,800
42,0,37,154,255,42,15,154,114,17,146,139,800
42,0,37,154,255,42,15,154,114,17,146,139,800
42,1,37,154,249,42,15,154,114,17,146,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,1,38,152,249,41,15,152,113,17,145,140,800
40,1,38,152,249,40,15,152,113,17,144,140,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,1,38,152,249,41,15,152,113,17,145,140,800
42,1,37,154,249,42,15,154,114,17,146,139,800
41,1,37,153,249,41,15,152,114,17,145,139,800
40,1,35,154,249,40,14,151,115,17,144,138,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,1,37,153,249,41,15,152,114,17,145,139,800
41,1,37,153,249,41,15,152,114,17,145,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
40,1,35,154,249,40,14,151,115,17,144,138,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,36,154,249,41,15,152,115,17,145,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
40,1,37,152,249,40,15,151,114,17,144,139,800
41,1,37,153,249,41,15,152,114,17,145,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
40,1,35,154,249,40,14,151,115,17,144,138,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
40,1,35,154,249,40,14,151,115,17,144,138,800
41,1,35,155,249,41,15,151,116,17,145,138,800
42,1,35,155,249,42,15,152,116,17,146,138,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,37,153,249,41,15,152,114,17,145,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,1,37,153,249,41,15,152,114,17,145,139,800
41,1,37,153,249,41,15,152,114,17,145,139,800
40,1,35,154,249,40,14,151,115,17,144,138,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,1,38,152,249,41,15,152,113,17,145,140,800
42,1,36,154,249,42,15,154,115,17,146,139,800
40,1,35,154,249,40,14,151,115,17,144,138,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,0,38,152,255,41,14,154,113,17,145,140,800
42,1,37,154,249,42,15,154,114,17,146,139,800
41,1,37,153,249,41,15,152,114,17,145,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,1,38,152,249,41,15,152,113,17,145,140,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,1,38,152,249,41,15,152,113,17,145,140,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
40,1,35,154,249,40,14,151,115,17,144,138,800
41,1,35,155,249,41,15,151,116,17,145,138,800
41,1,36,154,249,41,15,152,115,17,145,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
41,1,38,152,249,41,15,152,113,17,145,140,800
42,1,37,154,249,42,15,154,114,17,146,139,800
42,1,37,154,249,42,15,154,114,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
40,1,37,152,249,40,15,151,114,17,144,139,800
42,1,37,154,249,42,15,154,114,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,37,153,249,41,15,152,114,17,145,139,800
42,1,37,154,249,42,15,154,114,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
40,1,35,154,249,40,14,151,115,17,144,138,800
42,1,36,154,249,42,15,154,115,17,146,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,36,154,249,41,15,152,115,17,145,139,800
42,1,36,154,249,42,15,154,115,17,146,139,800
41,1,38,152,249,41,15,152,113,17,145,140,800
40,1,38,152,249,40,15,152,113,17,144,140,800
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,35,150,255,35,11,149,114,14,143,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,35,150,255,35,11,149,114,14,143,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,35,150,255,35,11,149,114,14,143,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,34,151,255,35,11,149,115,14,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,34,151,255,35,11,149,115,14,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
34,0,35,149,255,35,10,151,113,14,142,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
34,0,35,149,255,35,10,151,113,14,142,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,35,150,255,35,11,149,114,14,143,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,35,150,255,35,11,149,114,14,143,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,35,150,255,35,11,149,114,14,143,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,36,150,255,36,11,150,113,15,143,140,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
36,0,35,151,255,36,11,150,114,15,143,139,900
35,0,35,150,255,35,11,149,114,14,143,140,900
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
31,0,32,149,255,32,9,147,115,13,141,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
29,0,32,147,255,32,8,145,114,12,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
28,0,32,146,255,32,8,145,114,12,139,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
28,0,32,146,255,32,8,145,114,12,139,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
28,0,32,146,255,32,8,145,114,12,139,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
29,0,32,147,255,32,8,145,114,12,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
28,0,32,146,255,32,8,145,114,12,139,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
29,0,32,147,255,32,8,145,114,12,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
28,0,32,146,255,32,8,145,114,12,139,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
28,0,32,146,255,32,8,145,114,12,139,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
29,0,33,146,255,33,9,145,114,12,140,140,1000
28,0,32,146,255,32,8,145,114,12,139,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,33,147,255,33,9,145,114,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
30,0,32,148,255,32,9,145,115,13,140,139,1000
