Date: 8th feb
Description: testing data set after 1 hr
r,g,b,h,s,v,l,a,lab,y,cr,cb, val, prediction
99,19,33,175,206,99,54,164,141,45,167,121,400,544.3353602299999
98,18,33,174,208,98,53,164,141,44,167,122,400,546.655121621
98,18,33,174,208,98,53,164,141,44,167,122,400,546.655121621
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
101,18,34,174,210,101,54,166,140,45,168,122,400,549.6579449710002
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
101,19,33,175,207,101,54,165,142,45,168,121,400,535.6417286369999
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
99,19,33,175,206,99,54,164,141,45,167,121,400,544.3353602299999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
99,18,33,174,209,99,53,164,141,44,167,122,400,540.933148217
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,34,174,209,100,54,165,140,44,168,122,400,549.512407928
100,18,34,174,209,100,54,165,140,44,168,122,400,549.512407928
101,19,33,175,207,101,54,165,142,45,168,121,400,535.6417286369999
99,18,33,174,209,99,53,164,141,44,167,122,400,540.933148217
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,34,174,209,100,54,165,140,44,168,122,400,549.512407928
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
101,19,33,175,207,101,54,165,142,45,168,121,400,535.6417286369999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
99,19,32,175,206,99,54,164,142,44,167,121,400,534.0404000809999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
101,19,33,175,207,101,54,165,142,45,168,121,400,535.6417286369999
100,19,33,175,207,100,54,164,141,45,167,121,400,538.6133868259999
99,18,33,174,209,99,53,164,141,44,167,122,400,540.933148217
100,18,33,175,209,100,54,165,141,44,168,122,400,552.1829935800001
102,20,34,175,205,102,55,165,141,46,168,121,400,530.059110298
103,20,35,175,205,103,56,165,141,47,168,121,400,541.9985223409999
104,27,42,174,189,104,59,164,138,52,165,122,400,468.71022213499987
102,19,35,174,208,102,55,166,141,46,168,122,400,543.46361052
103,19,35,174,208,103,56,165,141,46,169,122,400,552.9151299769999
110,22,39,174,204,110,61,167,141,50,171,122,400,545.6316157269998
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,111,105,191,34,121,121,131,133,113,134,123,400,-11.3942055750003
120,112,104,195,34,120,122,129,134,113,133,123,400,4.283231367999676
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
120,111,106,191,30,120,121,131,132,113,133,124,400,-12.073953083999797
120,111,106,191,30,120,121,131,132,113,133,124,400,-12.073953083999797
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
122,112,103,194,40,122,122,130,134,114,134,122,400,0.9948050420000527
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,111,105,191,34,121,121,131,133,113,134,123,400,-11.3942055750003
121,112,105,193,34,121,122,130,133,114,133,123,400,-4.4851793830002435
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
118,111,107,191,24,118,121,130,131,113,132,125,400,-6.177053977000583
119,111,107,190,26,119,121,130,131,113,132,125,400,-16.31859631500049
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
122,112,104,193,38,122,122,130,134,114,134,122,400,-3.8054318740003055
121,112,105,193,34,121,122,130,133,114,133,123,400,-4.4851793830002435
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,105,193,34,121,122,130,133,114,133,123,400,-4.4851793830002435
121,112,105,193,34,121,122,130,133,114,133,123,400,-4.4851793830002435
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,105,193,34,121,122,130,133,114,133,123,400,-4.4851793830002435
120,112,104,195,34,120,122,129,134,113,133,123,400,4.283231367999676
121,112,105,193,34,121,122,130,133,114,133,123,400,-4.4851793830002435
121,111,105,191,34,121,121,131,133,113,134,123,400,-11.3942055750003
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
122,112,104,193,38,122,122,130,134,114,134,122,400,-3.8054318740003055
121,111,104,192,36,121,121,131,133,113,134,123,400,-6.593968659000396
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
122,112,104,193,38,122,122,130,134,114,134,122,400,-3.8054318740003055
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
121,112,105,193,34,121,122,130,133,114,133,123,400,-4.4851793830002435
121,112,103,195,38,121,122,130,134,114,133,122,400,5.401707688999977
122,112,104,193,38,122,122,130,134,114,134,122,400,-3.8054318740003055
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,105,193,34,121,122,130,133,114,133,123,400,-4.4851793830002435
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
122,112,104,193,38,122,122,130,134,114,134,122,400,-3.8054318740003055
120,112,103,196,36,120,122,129,134,113,133,122,400,9.675739580000027
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
120,112,105,194,32,120,122,130,133,114,132,123,400,-0.0782767359998644
120,112,104,195,34,120,122,129,134,113,133,123,400,4.283231367999676
121,112,104,194,36,121,122,130,134,114,133,122,400,0.6014707729996189
122,112,105,192,36,122,122,130,133,114,134,123,400,-8.892082030000168
110,23,39,174,202,110,61,166,142,51,170,121,400,531.7561509169998
93,20,35,174,200,93,51,161,138,44,163,123,400,510.7492456689999
92,22,36,174,194,92,51,161,137,45,162,123,400,484.463866051
107,17,35,174,214,107,57,168,142,46,171,122,400,578.3071118649998
105,16,34,174,216,105,56,167,142,45,171,122,400,592.5960280840002
98,15,32,174,216,98,52,165,141,42,168,122,400,579.7232877040002
97,14,32,173,218,97,51,165,140,41,168,123,400,582.3489071509999
100,15,29,175,217,100,53,165,143,42,169,121,400,579.9332191729999
100,15,29,175,217,100,53,165,143,42,169,121,400,579.9332191729999
100,15,30,175,217,100,53,165,143,42,169,121,400,582.2882410029998
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
98,14,29,175,219,98,51,165,143,41,169,121,400,586.2264074479999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
98,14,29,175,219,98,51,165,143,41,169,121,400,586.2264074479999
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
95,14,28,175,217,95,50,164,142,40,167,121,400,576.3340907029999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
95,14,28,175,217,95,50,164,142,40,167,121,400,576.3340907029999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
95,14,29,174,217,95,50,164,142,40,167,122,400,572.7653756989998
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
95,14,28,175,217,95,50,164,142,40,167,121,400,576.3340907029999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,28,175,218,97,51,165,143,40,169,121,400,581.959278759
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
95,14,29,174,217,95,50,164,142,40,167,122,400,572.7653756989998
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
95,14,29,174,217,95,50,164,142,40,167,122,400,572.7653756989998
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
95,14,29,174,217,95,50,164,142,40,167,122,400,572.7653756989998
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,28,175,218,96,50,165,143,40,168,121,400,574.274329118
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,15,29,175,216,97,51,164,143,41,168,121,400,570.152422539
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,400,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,400,576.3429377079999Date: 16 feb
Description: trig test
r,g,b,h,s,v,l,a,lab,y,cr,cb, val, prediction
95,14,31,174,217,95,50,164,140,40,167,123,200,577.4948641749997
97,15,29,175,216,97,51,164,143,41,168,121,200,570.152422539
97,15,29,175,216,97,51,164,143,41,168,121,200,570.152422539
98,14,29,175,219,98,51,165,143,41,169,121,200,586.2264074479999
98,15,29,175,216,98,52,165,143,41,169,121,200,576.0708023640001
97,15,29,175,216,97,51,164,143,41,168,121,200,570.152422539
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
98,14,29,175,219,98,51,165,143,41,169,121,200,586.2264074479999
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,200,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,15,29,175,216,97,51,164,143,41,168,121,200,570.152422539
96,14,29,175,218,96,50,165,142,40,168,122,200,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
98,14,29,175,219,98,51,165,143,41,169,121,200,586.2264074479999
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
98,14,29,175,219,98,51,165,143,41,169,121,200,586.2264074479999
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
95,14,29,174,217,95,50,164,142,40,167,122,200,572.7653756989998
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
98,15,29,175,216,98,52,165,143,41,169,121,200,576.0708023640001
96,14,29,175,218,96,50,165,142,40,168,122,200,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
98,15,29,175,216,98,52,165,143,41,169,121,200,576.0708023640001
98,15,29,175,216,98,52,165,143,41,169,121,200,576.0708023640001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,200,576.3429377079999
96,14,29,175,218,96,50,165,142,40,168,122,200,576.3429377079999
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,15,29,175,216,97,51,164,143,41,168,121,200,570.152422539
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
96,14,29,175,218,96,50,165,142,40,168,122,200,576.3429377079999
98,14,29,175,219,98,51,165,143,41,169,121,200,586.2264074479999
97,14,30,174,218,97,51,165,142,41,168,122,200,582.9508842130001
97,14,30,174,218,97,51,165,142,41,168,122,200,582.9508842130001
98,14,29,175,219,98,51,165,143,41,169,121,200,586.2264074479999
98,14,29,175,219,98,51,165,143,41,169,121,200,586.2264074479999
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,15,29,175,216,97,51,164,143,41,168,121,200,570.152422539
97,15,29,175,216,97,51,164,143,41,168,121,200,570.152422539
97,14,29,175,218,97,51,165,142,41,168,121,200,586.5195992170001
97,15,29,175,216,97,51,164,143,41,168,121,200,570.152422539
98,15,29,175,216,98,52,165,143,41,169,121,200,576.0708023640001Date: 56
Description: hj
r,g,b,h,s,v,l,a,lab,y,cr,cb, val, prediction
96,14,30,174,218,96,50,165,142,40,168,122,1000,379.62318414899966
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
97,14,30,174,218,97,51,165,142,41,168,122,1000,368.6793363699997
97,14,29,175,218,97,51,165,142,41,168,121,1000,356.6501610450006
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
96,15,29,175,215,96,51,164,142,41,167,121,1000,366.110211317001
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
96,15,29,175,215,96,51,164,142,41,167,121,1000,366.110211317001
96,15,29,175,215,96,51,164,142,41,167,121,1000,366.110211317001
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
96,14,29,175,218,96,50,165,142,40,168,122,1000,371.2654339690005
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
96,15,29,175,215,96,51,164,142,41,167,121,1000,366.110211317001
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
96,14,29,175,218,96,50,165,142,40,168,122,1000,371.2654339690005
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
95,14,29,174,217,95,50,164,142,40,167,122,1000,376.67665158799974
97,14,30,174,218,97,51,165,142,41,168,122,1000,368.6793363699997
97,14,29,175,218,97,51,165,142,41,168,121,1000,356.6501610450006
97,14,29,175,218,97,51,165,142,41,168,121,1000,356.6501610450006
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
98,15,29,175,216,98,52,165,143,41,169,121,1000,368.507192744
97,14,29,175,218,97,51,165,142,41,168,121,1000,356.6501610450006
96,14,29,175,218,96,50,165,142,40,168,122,1000,371.2654339690005
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
97,14,29,175,218,97,51,165,142,41,168,121,1000,356.6501610450006
97,15,29,175,216,97,51,164,143,41,168,121,1000,382.27067737400114
