Date: 8th feb
Description: testing data set after 1 hr
r,g,b,h,s,v,l,a,lab,y,cr,cb, val, prediction
45,8,12,177,210,45,18,147,134,20,146,123,600,712.9448563980013
46,8,11,178,211,46,18,148,134,20,147,123,600,706.7292756340007
46,8,12,177,211,46,18,148,133,20,147,123,600,701.9239580939998
45,8,11,178,210,45,18,147,134,19,147,123,600,702.6226982880003
46,8,11,178,211,46,18,148,134,20,147,123,600,706.7292756340007
46,8,11,178,211,46,18,148,134,20,147,123,600,706.7292756340007
46,8,12,177,211,46,18,148,133,20,147,123,600,701.9239580939998
46,8,11,178,211,46,18,148,134,20,147,123,600,706.7292756340007
58,12,18,176,202,58,27,151,137,26,151,123,600,645.2846976940014
139,42,62,174,178,139,84,170,139,73,175,122,600,306.761220997001
138,41,62,174,179,138,83,171,138,72,175,122,600,286.5031520109995
137,41,61,174,179,137,82,170,139,72,174,122,600,312.6253412159993
138,41,62,174,179,138,83,171,138,72,175,122,600,286.5031520109995
137,41,61,174,179,137,82,170,139,72,174,122,600,312.6253412159993
140,42,59,175,179,140,84,171,141,73,176,120,600,317.920199093
140,42,59,175,179,140,84,171,141,73,176,120,600,317.920199093
137,41,61,174,179,137,82,170,139,72,174,122,600,312.6253412159993
138,41,61,174,179,138,83,171,139,72,175,122,600,298.86185658600044
139,42,59,175,178,139,84,170,141,73,175,120,600,315.7780296770001
139,42,58,175,178,139,84,170,141,73,175,120,600,314.9736665320001
139,42,58,175,178,139,84,170,141,73,175,120,600,314.9736665320001
139,42,58,175,178,139,84,170,141,73,175,120,600,314.9736665320001
138,42,57,175,177,138,83,170,142,72,175,120,600,332.6948184499992
138,42,57,175,177,138,83,170,142,72,175,120,600,332.6948184499992
138,42,57,175,177,138,83,170,142,72,175,120,600,332.6948184499992
138,42,57,175,177,138,83,170,142,72,175,120,600,332.6948184499992
137,42,57,175,177,137,83,169,142,72,174,120,600,336.1340494699975
137,42,57,175,177,137,83,169,142,72,174,120,600,336.1340494699975
137,42,57,175,177,137,83,169,142,72,174,120,600,336.1340494699975
137,41,58,175,179,137,82,170,141,72,174,120,600,321.64214989599844
138,41,58,175,179,138,83,170,141,72,175,120,600,308.73389418699975
137,42,57,175,177,137,83,169,142,72,174,120,600,336.1340494699975
140,43,58,175,177,140,85,170,142,74,175,119,600,330.7050814520014
140,43,58,175,177,140,85,170,142,74,175,119,600,330.7050814520014
139,42,61,174,178,139,84,170,140,73,175,121,600,315.448500427001
138,42,61,174,177,138,83,170,140,73,174,121,600,322.77535570000066
140,43,58,175,177,140,85,170,142,74,175,119,600,330.7050814520014
138,42,61,174,177,138,83,170,140,73,174,121,600,322.77535570000066
138,42,61,174,177,138,83,170,140,73,174,121,600,322.77535570000066
138,42,61,174,177,138,83,170,140,73,174,121,600,322.77535570000066
138,42,61,174,177,138,83,170,140,73,174,121,600,322.77535570000066
138,42,61,174,177,138,83,170,140,73,174,121,600,322.77535570000066
139,42,62,174,178,139,84,170,139,73,175,122,600,306.761220997001
144,44,65,174,177,144,87,172,139,76,176,122,600,285.5164314190004
152,49,66,175,173,152,93,172,142,82,178,119,600,327.9107454379989
152,50,67,175,171,152,94,172,141,82,178,120,600,320.5014320859995
135,44,57,176,172,135,83,167,142,73,172,119,600,375.2716605200028
122,39,51,176,173,122,74,165,140,65,169,120,600,399.84560181000046
134,42,57,175,175,134,81,168,141,71,173,120,600,362.9960297060001
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
45,40,20,204,142,45,41,127,142,39,132,117,600,884.1127984350009
31,25,7,203,197,31,24,126,139,25,132,118,600,995.9352608070012
34,27,9,202,188,34,26,130,139,27,133,118,600,972.5021979870003
33,25,7,201,201,33,24,130,139,25,134,118,600,1024.7787167390015
23,16,2,200,233,23,14,128,136,16,133,120,600,1082.9969076530015
24,16,3,199,223,24,14,130,135,17,133,120,600,1020.0475337419994
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
24,16,3,199,223,24,14,130,135,17,133,120,600,1020.0475337419994
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
24,16,3,199,223,24,14,130,135,17,133,120,600,1020.0475337419994
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
24,16,3,199,223,24,14,130,135,17,133,120,600,1020.0475337419994
24,16,3,199,223,24,14,130,135,17,133,120,600,1020.0475337419994
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
24,16,3,199,223,24,14,130,135,17,133,120,600,1020.0475337419994
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
24,16,3,199,223,24,14,130,135,17,133,120,600,1020.0475337419994
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
22,16,2,201,232,22,12,128,135,16,132,120,600,1079.931561781002
24,16,3,199,223,24,14,130,135,17,133,120,600,1020.0475337419994
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,17,3,199,224,25,14,130,135,18,133,120,600,1047.7743605689993
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
26,17,3,198,226,26,14,132,135,18,134,120,600,1062.1960885350004
26,17,3,198,226,26,14,132,135,18,134,120,600,1062.1960885350004
26,17,3,198,226,26,14,132,135,18,134,120,600,1062.1960885350004
26,17,3,198,226,26,14,132,135,18,134,120,600,1062.1960885350004
26,17,3,198,226,26,14,132,135,18,134,120,600,1062.1960885350004
26,17,3,198,226,26,14,132,135,18,134,120,600,1062.1960885350004
25,17,3,199,224,25,14,130,135,18,133,120,600,1047.7743605689993
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
0,0,0,180,0,0,0,128,128,0,128,128,600,-287.8497485079998
24,16,2,199,234,24,14,130,136,17,133,120,600,1093.801643113
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
24,17,3,200,223,24,14,130,135,17,133,120,600,1035.2591672670005
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,17,3,199,224,25,14,130,135,18,133,120,600,1047.7743605689993
24,17,3,200,223,24,14,130,135,17,133,120,600,1035.2591672670005
24,17,3,200,223,24,14,130,135,17,133,120,600,1035.2591672670005
24,17,2,200,234,24,14,130,136,17,133,120,600,1109.0132766380011
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
25,15,3,196,224,25,14,130,135,17,134,120,600,1022.9400726240005
24,15,3,197,223,24,12,130,134,16,134,121,600,1021.5817439670001
25,16,3,198,224,25,14,130,135,17,134,120,600,1030.5983191139999
11,3,9,158,185,11,3,132,126,6,132,130,600,892.507125414
77,39,62,162,126,77,55,149,121,53,145,133,600,567.3657441090012
117,37,41,179,174,117,70,163,145,61,168,117,600,432.06408279299956
109,30,47,174,185,109,63,164,137,56,166,123,600,399.5825046349996
112,31,45,175,184,112,65,165,139,57,167,121,600,375.39944775600054
112,31,45,175,184,112,65,165,139,57,167,121,600,375.39944775600054
111,31,46,174,184,111,65,164,138,57,167,122,600,401.60130070100087
111,31,46,174,184,111,65,164,138,57,167,122,600,401.60130070100087
112,31,45,175,184,112,65,165,139,57,167,121,600,375.39944775600054
111,31,45,175,184,111,65,164,139,57,167,121,600,402.735193096
111,31,46,174,184,111,65,164,138,57,167,122,600,401.60130070100087
112,30,46,174,187,112,65,165,138,56,168,122,600,366.28032817900095
112,30,46,174,187,112,65,165,138,56,168,122,600,366.28032817900095
112,30,46,174,187,112,65,165,138,56,168,122,600,366.28032817900095
112,31,45,175,184,112,65,165,139,57,167,121,600,375.39944775600054
110,30,45,174,185,110,64,164,138,56,167,122,600,394.5571652110005
110,30,45,174,185,110,64,164,138,56,167,122,600,394.5571652110005
111,30,46,174,186,111,65,164,139,56,167,122,600,377.3012264830007
111,30,45,174,186,111,64,165,139,56,167,122,600,385.9658880270002
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
109,29,44,174,187,109,63,164,139,55,167,122,600,406.2574978769997
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
107,29,44,174,186,107,62,164,138,54,166,122,600,401.0408795990009
108,29,45,174,187,108,63,164,138,54,167,123,600,398.18981261600084
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
107,29,43,175,186,107,62,164,139,54,166,122,600,405.84619713900184
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
107,29,44,174,186,107,62,164,138,54,166,122,600,401.0408795990009
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
107,29,44,174,186,107,62,164,138,54,166,122,600,401.0408795990009
108,29,45,174,187,108,63,164,138,54,167,123,600,398.18981261600084
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
108,29,44,174,187,108,63,164,139,54,167,122,600,406.8770920460009
112,31,45,175,184,112,65,165,139,57,167,121,600,375.39944775600054
111,30,46,174,186,111,65,164,139,56,167,122,600,377.3012264830007
125,36,55,174,182,125,74,168,138,65,171,122,600,346.9098781740011
106,97,97,180,22,106,107,132,129,100,132,126,600,893.6189878109994
121,112,108,189,27,121,122,131,132,114,133,125,600,1074.4196919919991
121,113,107,193,30,121,123,130,132,115,132,123,600,1068.0635355259997
122,112,107,190,31,122,123,131,132,114,134,124,600,1071.8078627020006
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
122,112,108,189,29,122,123,131,132,115,133,124,600,1070.96721994
121,112,107,191,30,121,122,131,132,114,133,124,600,1071.581330939999
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
123,112,107,189,33,123,123,131,132,115,134,123,600,1086.2330312950003
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
120,113,107,194,28,120,123,130,132,114,132,124,600,1053.6383669330028
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
121,113,107,193,30,121,123,130,132,115,132,123,600,1068.0635355259997
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,113,107,193,30,121,123,130,132,115,132,123,600,1068.0635355259997
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
123,113,105,193,37,123,123,130,134,115,134,122,600,1123.0113183850005
121,113,107,193,30,121,123,130,132,115,132,123,600,1068.0635355259997
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
122,113,105,194,36,122,123,130,134,115,133,122,600,1112.460533013
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,113,107,193,30,121,123,130,132,115,132,123,600,1068.0635355259997
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
121,113,107,193,30,121,123,130,132,115,132,123,600,1068.0635355259997
121,112,108,189,27,121,122,131,132,114,133,125,600,1074.4196919919991
121,112,108,189,27,121,122,131,132,114,133,125,600,1074.4196919919991
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
123,113,107,191,33,123,124,131,133,115,134,123,600,1096.730091895001
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,112,108,189,27,121,122,131,132,114,133,125,600,1074.4196919919991
121,113,108,192,27,121,123,130,132,115,132,124,600,1063.3485095430008
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
122,113,107,192,31,122,123,130,133,115,133,123,600,1091.7773886180012
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
123,112,107,189,33,123,123,131,132,115,134,123,600,1086.2330312950003
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
122,113,105,194,36,122,123,130,134,115,133,122,600,1112.460533013
121,113,106,194,32,121,123,130,133,115,132,123,600,1084.0316539379996
121,113,105,195,34,121,123,130,134,114,133,123,600,1098.0353644199995
122,113,106,193,33,122,123,130,133,115,133,123,600,1094.5824393100002
121,113,105,195,34,121,123,130,134,114,133,123,600,1098.0353644199995
121,112,106,192,32,121,122,130,133,114,133,123,600,1084.733253128
94,83,80,186,38,94,92,132,131,86,134,125,600,786.241439885
126,51,67,174,152,126,83,162,135,75,164,123,600,471.84395009599984
129,52,70,173,152,129,84,163,134,77,165,124,600,480.0811315830003
130,52,71,173,153,130,85,163,133,77,166,125,600,464.0669968800006
121,49,67,172,152,121,79,161,133,73,162,125,600,497.47735021200094
117,44,62,173,159,117,75,162,133,68,163,125,600,452.10260196900106
119,45,58,175,159,119,76,161,137,69,164,122,600,485.50877036700086
120,46,58,175,157,120,77,161,137,69,164,122,600,460.3062200260013
119,45,58,175,159,119,76,161,137,69,164,122,600,485.50877036700086
119,45,58,175,159,119,76,161,137,69,164,122,600,485.50877036700086
119,45,58,175,159,119,76,161,137,69,164,122,600,485.50877036700086
116,44,56,175,158,116,74,161,137,67,163,122,600,480.0253207379995
117,44,56,175,159,117,74,161,137,67,164,122,600,483.0227190749991
117,44,56,175,159,117,74,161,137,67,164,122,600,483.0227190749991
116,43,58,174,160,116,73,161,135,67,163,123,600,465.2547576899997
116,43,58,174,160,116,73,161,135,67,163,123,600,465.2547576899997
116,44,56,175,158,116,74,161,137,67,163,122,600,480.0253207379995
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,44,58,174,158,116,74,161,135,67,163,123,600,466.5327237679994
116,43,58,174,160,116,73,161,135,67,163,123,600,465.2547576899997
117,44,56,175,159,117,74,161,137,67,164,122,600,483.0227190749991
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,44,57,175,158,116,74,161,136,67,163,122,600,467.66661616299945
116,44,57,175,158,116,74,161,136,67,163,122,600,467.66661616299945
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
117,44,56,175,159,117,74,161,137,67,164,122,600,483.0227190749991
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,44,57,175,158,116,74,161,136,67,163,122,600,467.66661616299945
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,44,57,175,158,116,74,161,136,67,163,122,600,467.66661616299945
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
115,43,57,174,160,115,73,161,136,66,163,123,600,478.2330564339991
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
115,43,57,174,160,115,73,161,136,66,163,123,600,478.2330564339991
117,44,56,175,159,117,74,161,137,67,164,122,600,483.0227190749991
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
117,43,56,175,161,117,74,162,137,67,164,122,600,470.5652704659986
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
115,43,56,175,160,115,73,161,136,66,163,122,600,466.20388110899995
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
115,43,57,174,160,115,73,161,136,66,163,123,600,478.2330564339991
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,57,174,160,116,73,161,136,66,164,123,600,475.6490543349987
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965
116,43,56,175,160,116,73,161,137,66,164,122,600,476.78294672999965Date: 567
Description: h
r,g,b,h,s,v,l,a,lab,y,cr,cb, val, prediction
114,43,58,174,159,114,72,161,135,66,162,123,400,363.522005918
115,43,55,175,160,115,73,161,137,66,163,122,400,370.365807395
116,43,56,175,160,116,73,161,137,66,164,122,400,371.8215989079999
115,43,56,175,160,115,73,161,136,66,163,122,400,373.02668728099985
116,43,56,175,160,116,73,161,137,66,164,122,400,371.8215989079999
115,43,56,175,160,115,73,161,136,66,163,122,400,373.02668728099985
115,43,57,174,160,115,73,161,136,66,163,123,400,369.45797227700007
114,43,57,174,159,114,72,161,135,66,162,123,400,361.16698408800005
