
Date: 20th feb
r,g,b,h,s,v,l,a,lab,y,cr,cb
80,58,67,168,70,80,69,139,126,66,138,129,44
80,58,67,168,70,80,69,139,126,66,138,129,44
81,59,67,169,69,81,70,139,127,66,139,129,44
81,58,67,168,72,81,70,140,126,66,139,129,44
80,58,68,166,70,80,69,140,126,66,138,129,44
80,58,67,168,70,80,69,139,126,66,138,129,44
81,58,68,167,72,81,70,140,126,66,139,129,44
79,58,68,166,68,79,69,139,125,65,138,130,44
80,58,68,166,70,80,69,140,126,66,138,129,44
79,58,67,167,68,79,69,139,126,65,138,129,44
