

Date: 11/2
r,g,b,h,s,v,l,a,lab,y,cr,cb
76,10,27,172,221,76,37,159,136,32,159,125,10095
77,10,28,172,222,77,38,159,136,32,160,126,10095
76,10,27,172,221,76,37,159,136,32,159,125,10095
77,10,28,172,222,77,38,159,136,32,160,126,10095
75,10,28,172,221,75,37,158,135,31,159,126,10095
75,10,27,172,221,75,37,158,136,31,159,126,10095
75,10,29,171,221,75,37,158,134,32,159,126,10095
76,10,29,171,221,76,37,160,134,32,159,126,10095
75,10,28,172,221,75,37,158,135,31,159,126,10095
76,10,28,172,221,76,37,160,135,32,159,126,10095
77,10,27,172,222,77,38,159,136,32,160,125,10095
79,9,28,172,226,79,39,160,136,32,162,126,10095
77,10,29,171,222,77,38,160,135,32,160,126,10095
75,10,29,171,221,75,37,158,134,32,159,126,10095
75,10,29,171,221,75,37,158,134,32,159,126,10095
74,10,28,172,221,74,36,159,135,31,159,126,10095
